,zipcode,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,lat,long
0,98001,268933,3.4657039711191335,2.0694945848375452,1877,8544,1.48014440433213,0.0,0.04693140794223827,1.0252707581227436,7.277978339350181,1719,158,1984,47.3107227436823,-122.27009025270767
1,98002,232821,3.3092783505154637,1.8195876288659794,1619,7254,1.3350515463917525,0.0,0.0,1.1185567010309279,6.690721649484536,1515,104,1967,47.30877216494845,-122.21410309278349
2,98003,283161,3.33984375,2.0087890625,1864,9098,1.30859375,0.0,0.19921875,1.01171875,7.46484375,1613,243,1977,47.316230859375025,-122.31102734375004
3,98004,833037,3.381679389312977,1.9446564885496183,1965,9503,1.2709923664122138,0.0,0.030534351145038167,1.0534351145038168,7.6183206106870225,1620,345,1962,47.61103816793892,-122.20028244274802
4,98005,704517,3.6601941747572817,2.2233009708737863,2284,10271,1.174757281553398,0.0,0.009708737864077669,1.1067961165048543,7.951456310679611,1838,428,1967,47.60251747572813,-122.16881553398066
5,98006,686660,3.769662921348315,2.3251404494382024,2449,10129,1.4087078651685394,0.0028089887640449437,0.31179775280898875,1.1376404494382022,8.3061797752809,1988,457,1976,47.558716573033664,-122.14976966292139
6,98007,585468,3.7954545454545454,2.115530303030303,2096,9071,1.4015151515151516,0.0,0.015151515151515152,1.0454545454545454,7.840909090909091,1813,277,1970,47.61013939393936,-122.1419166666667
7,98008,551597,3.7211155378486054,2.0199203187250996,1979,8786,1.1434262948207172,0.0,0.2589641434262948,1.0836653386454183,7.50199203187251,1616,362,1965,47.6143079681275,-122.11674501992026
8,98010,290298,3.1,1.79375,1574,9443,1.3875,0.0,0.0,1.125,6.625,1450,124,1972,47.32063000000001,-122.01247500000004
9,98011,483791,3.5359116022099446,2.272099447513812,2224,8834,1.4944751381215469,0.0,0.06629834254143646,1.0386740331491713,7.745856353591161,1925,297,1982,47.755006077348064,-122.20102209944754
10,98014,285479,2.88,1.5,1371,9447,1.32,0.0,0.0,0.96,6.52,1300,70,1967,47.672304,-121.75276000000002
11,98019,408541,3.466666666666667,2.3925925925925924,2156,8673,1.8,0.0,0.014814814814814815,1.0,7.533333333333333,2066,90,1994,47.73620370370367,-121.9645481481482
12,98022,256378,3.138888888888889,1.8402777777777777,1627,8580,1.3298611111111112,0.0,0.24305555555555555,1.1944444444444444,6.972222222222222,1583,44,1970,47.20186736111111,-121.99465972222217
13,98023,272121,3.4121621621621623,2.0512387387387387,1929,8532,1.313063063063063,0.0,0.04054054054054054,1.0,7.533783783783784,1658,269,1979,47.30729572072074,-122.36463963963972
14,98024,375377,3.227272727272727,1.6931818181818181,1665,10080,1.25,0.0,0.0,1.0454545454545454,6.636363636363637,1545,120,1953,47.55526818181818,-121.90018181818185
15,98027,577030,3.433734939759036,2.433734939759036,2227,6417,1.7610441767068272,0.0,0.07228915662650602,1.036144578313253,8.06425702811245,1944,277,1990,47.53981044176709,-122.05705622489955
16,98028,448653,3.4471544715447155,2.1534552845528454,2091,9129,1.4390243902439024,0.0,0.13414634146341464,1.0365853658536586,7.597560975609756,1766,306,1978,47.75500000000001,-122.24628048780491
17,98029,584535,3.3866666666666667,2.5533333333333332,2194,5307,1.9733333333333334,0.0,0.06,1.0066666666666666,8.336666666666666,2117,70,1998,47.55968166666669,-122.00480333333321
18,98030,291850,3.4541666666666666,2.1645833333333333,1952,8149,1.5041666666666667,0.0,0.025,1.0041666666666667,7.425,1799,151,1986,47.369170000000004,-122.18985416666672
19,98031,291487,3.4738955823293174,2.1536144578313254,1892,8151,1.4538152610441768,0.0,0.008032128514056224,1.0562248995983936,7.357429718875502,1681,197,1983,47.40399598393576,-122.18936947791158
20,98032,246241,3.4324324324324325,1.7094594594594594,1694,8620,1.2342342342342343,0.0,0.036036036036036036,1.072072072072072,7.117117117117117,1410,283,1965,47.37284774774777,-122.27877477477485
21,98033,649344,3.4302325581395348,2.135901162790698,2064,8671,1.4287790697674418,0.0,0.19186046511627908,1.0988372093023255,7.694767441860465,1798,265,1975,47.68156802325582,-122.18602906976759
22,98034,463748,3.472945891783567,2.0746492985971945,1884,8220,1.2925851703406814,0.0,0.08817635270541083,1.0561122244488979,7.3687374749499,1587,290,1976,47.721564128256595,-122.204869739479
23,98038,334972,3.4564315352697097,2.3812240663900415,2055,6470,1.803941908713693,0.0,0.02074688796680498,1.016597510373444,7.491701244813278,2002,46,1999,47.36304854771789,-122.0340145228215
24,98039,900833,3.1666666666666665,1.4166666666666667,1528,10149,1.0,0.0,0.0,1.0,7.333333333333333,1253,275,1957,47.6312,-122.23266666666666
25,98040,828819,3.7883211678832116,2.239051094890511,2402,10704,1.2554744525547445,0.0,0.16058394160583941,1.1313868613138687,8.116788321167883,1944,448,1964,47.563605839416056,-122.22602189781021
26,98042,288233,3.3847926267281108,2.1169354838709675,1887,7623,1.5264976958525345,0.0,0.018433179723502304,1.1059907834101383,7.331797235023042,1788,99,1989,47.36750092165904,-122.11622350230408
27,98045,369608,3.2338709677419355,1.9899193548387097,1821,9862,1.4475806451612903,0.0,0.14516129032258066,1.0080645161290323,7.330645161290323,1731,89,1984,47.4713701612903,-121.76708870967747
28,98052,617942,3.601178781925344,2.343811394891945,2286,8311,1.5766208251473477,0.0,0.03929273084479371,1.0176817288801572,8.086444007858546,2022,255,1985,47.678522003929295,-122.12071512770136
29,98053,590866,2.9188034188034186,2.3525641025641026,2210,5966,1.561965811965812,0.0,0.04700854700854701,1.0042735042735043,7.7905982905982905,2196,13,2004,47.69527393162394,-122.02685897435899
30,98055,302739,3.2298387096774195,1.965725806451613,1789,7093,1.3951612903225807,0.0,0.11290322580645161,1.0443548387096775,7.161290322580645,1582,204,1970,47.459359274193545,-122.20272177419345
31,98056,399916,3.4330708661417324,2.04002624671916,1985,7761,1.4278215223097113,0.0,0.13648293963254593,1.2020997375328084,7.304461942257218,1770,210,1977,47.508984514435724,-122.18243307086615
32,98058,330161,3.509433962264151,2.060646900269542,1967,8254,1.3881401617250675,0.0,0.013477088948787063,1.064690026954178,7.495956873315364,1749,213,1979,47.44772318059297,-122.15193800539082
33,98059,464623,3.759562841530055,2.3408469945355193,2347,8367,1.6653005464480874,0.0,0.00546448087431694,1.0601092896174864,7.8469945355191255,2236,109,1991,47.49288278688526,-122.14468032786884
34,98065,527420,3.5740072202166067,2.6137184115523464,2604,6471,1.9277978339350181,0.0,0.27075812274368233,1.0,7.909747292418772,2505,98,2000,47.53168303249093,-121.86737906137178
35,98070,376437,2.8125,1.78125,1735,11019,1.28125,0.125,1.125,1.1875,6.8125,1408,326,1961,47.4059625,-122.44743749999999
36,98072,454856,3.3622047244094486,2.0826771653543306,2026,8519,1.4291338582677164,0.0,0.023622047244094488,1.015748031496063,7.582677165354331,1749,273,1984,47.752575590551174,-122.14796062992129
37,98074,635373,3.6284916201117317,2.454608938547486,2529,9395,1.7053072625698324,0.0,0.0446927374301676,1.0,8.600558659217876,2367,161,1990,47.62443128491618,-122.0439944134078
38,98075,743129,3.9014084507042255,2.7629107981220655,3029,8398,1.9624413145539905,0.0,0.13615023474178403,1.0140845070422535,9.164319248826292,2973,52,1999,47.587654929577425,-122.0148638497652
39,98077,464184,3.21875,1.8046875,1907,11104,1.21875,0.0,0.0,1.03125,7.78125,1735,172,1975,47.743928125,-122.06859374999998
40,98092,298084,3.5725806451612905,2.256048387096774,2093,7374,1.6955645161290323,0.0,0.04032258064516129,1.0241935483870968,7.790322580645161,2001,92,1993,47.303794354838686,-122.18580241935496
41,98102,696013,3.102272727272727,2.122159090909091,1779,2921,1.9488636363636365,0.0,0.10227272727272728,1.0340909090909092,7.943181818181818,1479,283,1954,47.634938636363636,-122.3227272727272
42,98103,566693,2.9761499148211246,1.899914821124361,1610,3433,1.8228279386712096,0.0,0.13969335604770017,1.132879045996593,7.371379897785349,1376,228,1952,47.67607972742766,-122.34431345826246
43,98105,657524,3.4101123595505616,1.9325842696629214,1781,4139,1.5337078651685394,0.0,0.08426966292134831,1.151685393258427,7.415730337078652,1408,368,1938,47.66592640449441,-122.30008988764045
44,98106,318830,3.102719033232628,1.8126888217522659,1488,5338,1.3836858006042296,0.0,0.0755287009063444,1.039274924471299,6.861027190332326,1185,298,1965,47.53608429003018,-122.35677039274934
45,98107,558027,2.9770992366412212,2.0229007633587788,1546,3164,1.83206106870229,0.0,0.17557251908396945,1.0954198473282444,7.3893129770992365,1292,247,1959,47.669856488549605,-122.3754580152672
46,98108,355678,3.204301075268817,1.9314516129032258,1704,5204,1.3763440860215055,0.0,0.0967741935483871,1.086021505376344,7.016129032258065,1300,402,1957,47.54976935483872,-122.30687096774179
47,98109,696145,3.0,1.936046511627907,1715,3276,1.6337209302325582,0.0,0.3372093023255814,1.0930232558139534,7.6976744186046515,1401,299,1944,47.63534883720929,-122.34979069767434
48,98112,728852,3.161676646706587,1.9461077844311376,1890,3753,1.6946107784431137,0.0,0.07784431137724551,1.0838323353293413,7.778443113772455,1510,372,1944,47.62874431137725,-122.29951497005986
49,98115,585542,3.163375224416517,1.8119389587073609,1765,5276,1.4012567324955116,0.0,0.1310592459605027,1.125673249551167,7.287253141831239,1357,398,1947,47.68565511669661,-122.30251526032315
50,98116,574901,3.03525641025641,1.923878205128205,1751,4683,1.5096153846153846,0.0,0.46153846153846156,1.1314102564102564,7.4423076923076925,1355,379,1952,47.5734407051282,-122.39355769230765
51,98117,564050,2.9963167587476978,1.7960405156537753,1663,4526,1.4530386740331491,0.0,0.13812154696132597,1.1068139963167587,7.2430939226519335,1316,341,1948,47.6868335174954,-122.37837569060768
52,98118,401915,3.1162324649298596,1.74749498997996,1652,5499,1.3366733466933867,0.002004008016032064,0.21442885771543085,1.0581162324649298,6.933867735470942,1304,344,1950,47.54389599198396,-122.27574148296588
53,98119,695016,3.0588235294117645,2.060457516339869,1774,3315,1.7287581699346406,0.0,0.3006535947712418,1.0980392156862746,7.803921568627451,1418,325,1947,47.64100392156863,-122.36714379084967
54,98122,575209,3.1180811808118083,2.014760147601476,1686,3362,1.7509225092250922,0.0,0.13284132841328414,1.051660516605166,7.634686346863469,1431,252,1950,47.60996531365314,-122.30075276752768
55,98125,444767,3.187179487179487,1.7942307692307693,1702,7250,1.3628205128205129,0.0,0.1717948717948718,1.0769230769230769,7.1461538461538465,1390,304,1960,47.716862051282014,-122.30180256410259
56,98126,424734,2.8361581920903953,1.6786723163841808,1543,5114,1.3502824858757063,0.0,0.3785310734463277,1.1073446327683616,7.031073446327683,1249,285,1952,47.544584180790956,-122.37527401129945
57,98133,386497,3.1352459016393444,1.7315573770491803,1605,6967,1.3975409836065573,0.0,0.01639344262295082,1.110655737704918,7.118852459016393,1354,250,1963,47.73564549180326,-122.34375614754103
58,98136,525972,2.908366533864542,1.847609561752988,1683,5197,1.4760956175298805,0.0,0.5139442231075697,1.0677290836653386,7.378486055776892,1323,346,1957,47.53888167330674,-122.38788047808748
59,98144,507286,3.156739811912226,1.9529780564263324,1759,3695,1.6222570532915361,0.0,0.28213166144200624,1.1316614420062696,7.2884012539184955,1367,384,1956,47.58635109717867,-122.29919435736693
60,98146,335236,3.114391143911439,1.617158671586716,1580,8010,1.2121771217712176,0.0,0.28044280442804426,1.0258302583025831,6.767527675276753,1345,232,1956,47.502084870848726,-122.3576088560886
61,98148,283960,3.142857142857143,1.7901785714285714,1595,8700,1.2142857142857142,0.0,0.0,0.9642857142857143,6.964285714285714,1483,103,1963,47.437044642857146,-122.32937500000003
62,98155,386842,3.2702020202020203,1.740530303030303,1680,8867,1.1944444444444444,0.0,0.10606060606060606,1.1136363636363635,7.068181818181818,1404,270,1960,47.75412929292931,-122.30584595959608
63,98166,365841,3.2865168539325844,1.720505617977528,1750,9457,1.1741573033707866,0.011235955056179775,0.34269662921348315,1.0730337078651686,7.022471910112359,1450,283,1956,47.45921966292134,-122.34909550561804
64,98168,236426,3.0130434782608697,1.440217391304348,1442,8915,1.1543478260869566,0.0,0.017391304347826087,1.0217391304347827,6.478260869565218,1213,223,1953,47.48996913043473,-122.30844347826081
65,98177,537454,3.35678391959799,1.9736180904522613,2058,8062,1.2512562814070352,0.0,0.41708542713567837,1.0804020100502512,7.608040201005025,1611,443,1960,47.74100452261307,-122.3682160804021
66,98178,307033,3.3188976377952755,1.7381889763779528,1731,7790,1.18503937007874,0.031496062992125984,0.5354330708661418,1.0826771653543308,6.811023622047244,1322,401,1955,47.499304330708654,-122.24716535433062
67,98188,280926,3.4015748031496065,1.8031496062992125,1745,9327,1.188976377952756,0.0,0.13385826771653545,1.0866141732283465,7.0078740157480315,1437,298,1964,47.44709133858267,-122.28111023622048
68,98198,282805,3.161943319838057,1.757085020242915,1676,8324,1.2186234817813766,0.016194331983805668,0.4493927125506073,1.0283400809716599,7.044534412955466,1434,237,1967,47.39161255060731,-122.31549797570851
69,98199,670171,3.1029411764705883,2.020220588235294,1936,4935,1.4154411764705883,0.0,0.35294117647058826,1.1286764705882353,7.702205882352941,1421,508,1956,47.64859191176465,-122.39727205882349
